Cb,L,B,T,GMT,Wt,Disp,Excess
[0.50580735],[39.26675402],[11.4301991],[2.15103592],[5.99435509],[325.82628978],[488.32796326],[162.50167348]
[0.40213767],[26.83684126],[8.89406163],[4.35134616],[1.67610098],[994.50926426],[417.66677165],[-576.84249261]
[0.45274157],[26.08900459],[8.26222697],[3.40888834],[1.75011358],[686.04659999],[332.67317069],[-353.3734293]
[0.49229557],[35.07047684],[10.89382316],[4.46399108],[2.09673447],[1291.72409261],[839.5976921],[-452.12640051]
[0.53894435],[27.25549658],[11.31619853],[2.43798296],[4.83470194],[339.9841614],[405.2558047],[65.27164331]
[0.42161953],[28.09520333],[9.21084218],[3.4979268],[2.39997581],[717.16902152],[381.64796985],[-335.52105167]
[0.45821082],[32.44044937],[3.00131508],[4.83890213],[-0.52546874],[253.98050126],[215.87911445],[-38.10138681]
[0.47572653],[49.27477851],[7.91707279],[4.12192373],[1.00445072],[495.45900825],[764.97394573],[269.51493749]
[0.37661606],[48.05752809],[7.92761619],[4.41970298],[1.32077319],[347.05029198],[634.15578603],[287.10549405]
[0.39184615],[36.27933897],[7.43054082],[3.00486671],[1.9281183],[238.48807063],[317.40998443],[78.92191379]
[0.4233959],[40.84826017],[7.17651561],[4.94361841],[0.55553275],[536.34146683],[613.59072282],[77.24925598]
[0.58838662],[26.30108748],[3.76252587],[2.89104753],[-0.10953288],[182.98317478],[168.3337576],[-14.64941718]
[0.4640223],[33.71541039],[11.8992372],[4.16317389],[3.13186777],[1311.57439528],[775.01654735],[-536.55784794]
[0.44843899],[41.93221397],[3.28842675],[4.55335794],[-0.40220071],[235.87191899],[281.56010718],[45.68818819]
[0.42013073],[41.57049179],[10.04108895],[4.24241921],[2.25070016],[663.28625937],[743.98469796],[80.69843858]
[0.34849898],[48.28107199],[9.98268345],[4.12231959],[2.87779418],[397.55441728],[692.41643737],[294.86202008]
[0.56071444],[38.48474482],[5.2614907],[2.18337741],[0.8282108],[206.2082853],[247.89511741],[41.68683211]
[0.39501164],[49.65355349],[3.34525513],[3.08729909],[0.06823654],[209.49333495],[202.56676006],[-6.92657489]
[0.52243897],[44.42368603],[8.08626572],[4.63393786],[0.6289273],[415.53097173],[869.65773908],[454.12676735]
[0.43327916],[41.84682453],[8.84601217],[2.18979537],[3.84729972],[302.02267355],[351.22172496],[49.19905141]
[0.34712128],[28.0751874],[3.97953235],[3.50481351],[0.26736203],[169.30972652],[135.92547214],[-33.38425438]
[0.5311146],[36.17147178],[11.3573972],[4.79237142],[1.86988699],[616.09944306],[1045.64365332],[429.54421026]
[0.55594494],[32.78479295],[3.18393857],[2.89664105],[-0.20056148],[175.13360748],[168.0984035],[-7.03520398]
[0.36824568],[42.01044249],[4.80119362],[4.60486153],[0.14469737],[234.34676681],[342.02725016],[107.68048335]
[0.38009763],[33.74043414],[7.7267915],[3.44880001],[1.80896069],[248.09841477],[341.75355204],[93.65513727]
[0.33934302],[42.7990635],[4.20295451],[3.25377094],[0.44300984],[203.59898461],[198.61628528],[-4.98269934]
[0.34989658],[28.62732666],[5.70035829],[2.92778946],[1.21045172],[185.20765072],[167.17159806],[-18.03605265]
[0.56140374],[45.85012767],[7.42752752],[4.16878899],[0.50350804],[372.27557405],[797.02148643],[424.74591238]
[0.48290993],[35.32199314],[11.18690719],[3.07224822],[3.90258106],[657.71335843],[586.24300349],[-71.47035493]
[0.36586374],[42.47035481],[6.18003712],[2.17764136],[2.06523247],[218.62189753],[209.11380409],[-9.50809344]
[0.31184822],[46.74732176],[9.07240671],[4.89478282],[2.0986338],[381.07787638],[647.3750201],[266.29714372]
[0.56758332],[49.74743306],[10.28538907],[2.92236355],[2.9599335],[418.85248835],[848.70208528],[429.84959693]
[0.45456378],[33.1290982],[5.16792629],[3.6599148],[0.27156811],[313.2052107],[284.83393171],[-28.37127899]
[0.50502866],[29.05906134],[5.02377758],[4.16464215],[-0.07305513],[260.92538344],[307.04759354],[46.12221009]
[0.31358282],[44.985824],[9.5837596],[4.13902049],[2.93797226],[352.28997579],[559.57901881],[207.28904302]
[0.34523247],[49.25501889],[5.65188531],[3.2848299],[1.00917643],[256.77925745],[315.69547256],[58.9162151]
[0.3574838],[34.20208652],[5.84865238],[2.65010188],[1.4459487],[194.20290671],[189.50791057],[-4.69499614]
[0.41711754],[30.17244896],[5.90706669],[3.89289152],[0.54942347],[399.90162859],[289.40977025],[-110.49185834]
[0.33838229],[46.33000367],[9.58827294],[3.13914853],[3.77924243],[329.06423556],[471.86983741],[142.80560185]
[0.52528161],[25.32579454],[9.84140809],[3.73220475],[1.98903723],[443.67415722],[488.62758292],[44.9534257]
[0.31452312],[31.691559],[7.54480192],[4.55562155],[1.46644386],[260.16220981],[342.60338786],[82.44117805]
[0.37846502],[46.88919531],[11.33990382],[2.52479602],[6.23305291],[358.87626637],[508.08245251],[149.20618614]
[0.35925126],[29.06116545],[8.05144302],[4.5595224],[1.40900118],[279.23875409],[383.26962385],[104.03086976]
[0.45626395],[34.70355731],[7.28217249],[2.96873012],[1.55684338],[338.59022438],[342.31176941],[3.72154504]
[0.43814647],[29.38427782],[11.05833418],[4.95765108],[2.13679605],[2005.17527888],[705.82982527],[-1299.34545361]
[0.5276168],[44.23839936],[11.9579987],[3.11211187],[4.12641853],[448.23127597],[868.62380182],[420.39252585]
[0.42554627],[41.37215701],[7.26463006],[4.0734423],[0.96516421],[421.87608086],[520.99076609],[99.11468524]
[0.44020514],[45.85700415],[3.54686524],[2.43018623],[0.24537439],[198.16279971],[173.99830957],[-24.16449014]
[0.53487977],[32.97266582],[6.91900082],[4.88784276],[0.10457066],[398.26778842],[596.44560474],[198.17781633]
[0.3696356],[29.21786986],[8.68270856],[3.91304075],[2.07565292],[271.3300741],[366.937362],[95.6072879]
[0.52556307],[39.75423705],[6.08110207],[3.0309758],[0.70779183],[252.00465139],[385.09956487],[133.09491349]
[0.48341115],[26.90961726],[4.18415694],[2.64031562],[0.28840367],[216.43587255],[143.71033262],[-72.72553992]
[0.38978155],[41.03992104],[6.00927379],[3.58735256],[0.827413],[241.13302477],[344.84493252],[103.71190775]
[0.50841663],[36.5635385],[8.00399902],[4.48148927],[0.72411108],[391.17452817],[666.80270056],[275.62817239]
[0.45961313],[41.51524103],[7.40414594],[2.95150663],[1.62476706],[329.17674354],[416.98336337],[87.80661983]
[0.5125369],[42.54502248],[9.49795744],[4.37841767],[1.38217141],[453.17731411],[906.82043798],[453.64312387]
[0.5573832],[46.15076167],[4.21100701],[4.65782464],[-0.50481667],[267.23880314],[504.54725219],[237.30844906]
[0.39079446],[26.0628824],[7.54644817],[2.35649314],[2.73799208],[192.12396847],[181.12551006],[-10.99845842]
[0.58021752],[30.08834968],[9.04438904],[4.97675055],[0.59995237],[609.64129861],[785.80414072],[176.16284211]
[0.39664371],[32.85860375],[3.0585322],[3.3624679],[-0.07408076],[165.4889636],[134.03582156],[-31.45314204]
[0.45565925],[45.23760462],[8.15789871],[3.26372173],[1.79898847],[388.55778084],[548.82162947],[160.26384864]
[0.54347459],[45.63948821],[3.74042514],[2.25561021],[0.20506887],[199.55425782],[209.26906108],[9.71480326]
[0.32827772],[48.85789558],[6.44060117],[3.40229168],[1.43215223],[274.77409154],[351.45855565],[76.6844641]
[0.32068658],[30.24567426],[9.62575323],[2.24185074],[5.80376678],[222.17612868],[209.30783019],[-12.8682985]
[0.43748],[36.62264531],[7.01457476],[3.18618178],[1.3288209],[337.57315675],[358.07979425],[20.50663749]
[0.42101565],[28.0423129],[4.34650365],[2.55269671],[0.53198427],[200.13483638],[130.9939802],[-69.14085618]
[0.38413851],[31.64147688],[6.40906931],[3.60972432],[1.01434173],[222.22902354],[281.19888956],[58.96986602]
[0.36000119],[32.27811422],[9.58995437],[2.94320338],[3.84018911],[258.04535494],[327.98116294],[69.935808]
[0.3229119],[45.61406353],[9.898731],[2.42892064],[5.61036797],[305.96394374],[354.14055806],[48.17661433]
[0.32136378],[25.53275178],[7.29273522],[2.74078242],[2.57506787],[191.29197282],[164.00593245],[-27.28604037]
[0.48223732],[25.38541152],[5.5613141],[4.15873886],[0.13297417],[614.84107293],[283.12883176],[-331.71224117]
[0.32241605],[46.30428867],[8.13004687],[3.85639228],[2.14281387],[312.75774184],[468.07141885],[155.31367701]
[0.51144421],[31.70066277],[11.30651231],[4.83052075],[1.91829632],[654.24494131],[885.50133534],[231.25639403]
[0.37820328],[25.02544891],[6.69748413],[2.68114985],[1.83452016],[187.035775],[169.95735024],[-17.07842476]
[0.32110459],[38.64460837],[10.57732765],[3.19453874],[4.80155999],[308.73012161],[419.29485663],[110.56473501]
[0.52800148],[47.3438293],[4.59253],[3.9563449],[-0.16340965],[264.02237746],[454.19742982],[190.17505236]
[0.34305139],[46.40912093],[11.01142044],[3.93722315],[3.85953247],[400.06395687],[690.23328112],[290.16932425]
[0.43869698],[49.40672776],[10.25698989],[2.0832402],[5.52424125],[361.6739969],[463.13756543],[101.46356853]
[0.31805152],[31.14042169],[9.17754455],[3.02422172],[3.81183769],[243.63865367],[274.89199469],[31.25334102]
[0.37909457],[42.70834503],[11.66889031],[2.00438043],[8.46016432],[311.78872995],[378.67794938],[66.88921943]
[0.52308105],[45.45147779],[9.22986757],[2.23006109],[3.51988051],[309.19385774],[489.36085134],[180.1669936]
[0.42655584],[45.64913427],[11.96458249],[4.28389443],[3.33762325],[808.38516123],[998.03265269],[189.64749146]
[0.40853748],[35.0506147],[10.41036677],[3.17367241],[3.72733352],[521.2354467],[473.10296681],[-48.13247989]
[0.52389899],[35.08829838],[7.37868195],[3.1160338],[1.23672193],[281.1848599],[422.65968374],[141.47482383]
[0.42112705],[33.14839077],[6.1415038],[4.24315528],[0.47886796],[433.06548191],[363.78035536],[-69.28512655]
[0.40552528],[39.87251177],[11.91862934],[2.61519278],[6.28378554],[450.90605567],[503.98957688],[53.08352122]
[0.4920025],[35.82677693],[6.11123874],[4.46863375],[0.15350858],[507.49679388],[481.37004453],[-26.12674935]
[0.44940694],[33.35749515],[9.56041082],[4.65673199],[1.53666489],[1091.09792403],[667.40738622],[-423.69053782]
[0.57518125],[32.56856728],[11.13116926],[3.4127361],[2.83838909],[465.20431388],[711.61790685],[246.41359297]
[0.48084223],[30.29142311],[7.28425919],[3.29099051],[1.21705569],[482.93351446],[349.16789229],[-133.76562217]
[0.5624362],[25.83246124],[11.9024517],[3.12648649],[3.83771377],[461.29848701],[540.66970069],[79.37121367]
[0.52849833],[48.16826371],[11.66413455],[3.99626218],[2.75093361],[558.34624047],[1186.61847444],[628.27223398]
[0.53447898],[35.00225664],[5.26891694],[3.99151419],[-0.01904615],[262.99898845],[393.4465157],[130.44752725]
[0.40350247],[44.04423003],[8.29750821],[4.57346671],[1.25730274],[523.28411883],[674.41687776],[151.13275893]
[0.56667939],[32.1052519],[3.96241048],[4.06872689],[-0.40514967],[228.06928479],[293.31312736],[65.24384257]
[0.50432604],[37.5800257],[10.12905255],[4.99954147],[1.30423562],[543.84388842],[959.77065056],[415.92676214]
[0.45401449],[48.23602066],[3.92043884],[2.57983962],[0.28414238],[216.03268056],[221.49736981],[5.46468926]
[0.58827667],[28.16832419],[10.04917437],[3.55874387],[1.99211676],[471.88109729],[592.61106113],[120.72996384]
[0.5449513],[28.78358688],[11.40383266],[4.64873019],[1.93423097],[709.47513266],[831.54887315],[122.07374049]
[0.48729635],[31.52030101],[11.71224837],[3.42530698],[3.7394574],[1048.98903192],[616.20225585],[-432.78677607]
[0.41073033],[43.99141484],[5.76440199],[4.86574599],[0.18725884],[375.35504608],[506.79041983],[131.43537375]
[0.58795888],[28.30687302],[6.22518902],[4.31362367],[-0.0028281],[361.05249984],[446.92396898],[85.87146914]
[0.47817119],[28.07277363],[6.90413032],[4.01494826],[0.64937251],[708.06662709],[372.09828007],[-335.96834702]
[0.49813967],[30.10748308],[8.19071523],[2.75316246],[2.11661972],[451.54046835],[338.20439677],[-113.33607158]
[0.57007265],[29.91196859],[4.84686728],[2.67057181],[0.33786541],[201.50061216],[220.71944352],[19.21883136]
[0.37332859],[35.79382633],[5.14715418],[3.07695897],[0.76585368],[198.48709737],[211.63537199],[13.14827461]
[0.31105644],[26.60820954],[7.32058645],[2.58398522],[2.87336],[189.50073801],[156.56357934],[-32.93715868]
[0.58026537],[41.93948306],[6.57524637],[4.7689533],[-0.06673306],[371.76660677],[763.10592338],[391.33931661]
[0.41683408],[49.06576052],[4.54746602],[2.20167823],[0.82799692],[220.69767705],[204.76940402],[-15.92827303]
[0.38492502],[45.54684019],[10.89554624],[2.84492509],[4.94224556],[350.01106071],[543.44330172],[193.43224102]
[0.53353742],[44.25918522],[3.77725645],[3.77294924],[-0.29850709],[225.13277675],[336.53151184],[111.39873508]
[0.36036072],[47.11608593],[10.59992727],[4.71171473],[2.6648578],[442.62873417],[847.98569515],[405.35696099]
[0.42740815],[30.63946478],[10.17090616],[2.14827839],[5.35681161],[357.23777593],[286.13711015],[-71.10066578]
[0.46139888],[44.30101593],[10.52374771],[4.66047371],[1.93367469],[857.1009142],[1002.51462531],[145.41371111]
[0.54675227],[34.41619303],[3.60269517],[3.860442],[-0.37990865],[204.37317569],[261.70858806],[57.33541237]
[0.35473149],[34.79218248],[7.94319351],[2.463601],[3.18624254],[221.40660416],[241.51656703],[20.10996287]
[0.48533113],[37.78242033],[9.73877578],[2.06595067],[4.60536341],[330.94810259],[368.93702022],[37.98891762]
[0.58253089],[29.80794909],[11.28513385],[3.48582319],[2.81039152],[503.76267361],[683.06671872],[179.30404511]
[0.51605341],[41.39629677],[11.04521868],[4.10491554],[2.35688139],[497.24358226],[968.57819471],[471.33461244]
[0.42246695],[27.57573359],[8.88891396],[3.01235387],[2.69463048],[536.2986844],[311.94246587],[-224.35621853]
[0.37216089],[37.42924842],[7.91280465],[3.1522865],[2.22121052],[253.89961462],[347.45451681],[93.55490219]
[0.55315266],[37.5251551],[3.56980774],[4.23826827],[-0.49680488],[220.40111623],[314.05142505],[93.65030882]
[0.41181221],[35.43425321],[11.43332685],[4.70920219],[2.72690768],[1163.76843663],[785.67413989],[-378.09429674]
[0.55863247],[40.982996],[11.31017445],[4.65260699],[1.82109023],[600.68910891],[1204.74617217],[604.05706326]
[0.35863308],[34.69853864],[4.44641435],[4.92451951],[0.01415195],[206.89554366],[272.48043593],[65.58489227]
[0.58113227],[32.50464601],[8.82259749],[3.79143822],[1.22254957],[413.26125988],[631.86002707],[218.59876719]
[0.4662935],[39.45574708],[9.41596005],[4.6441727],[1.39126835],[840.8037524],[804.53065954],[-36.27309285]
[0.55810708],[41.09426375],[11.03839062],[2.65073211],[4.01809714],[372.95163721],[671.07388336],[298.12224615]
[0.52396144],[44.77459234],[9.52734513],[3.61045297],[1.93381853],[403.26421212],[806.98331322],[403.7191011]
[0.4759271],[49.76868557],[9.38740789],[2.99759151],[2.72986357],[438.07491809],[666.52239895],[228.44748085]
[0.34699558],[37.79424259],[4.02944385],[2.98767647],[0.44449033],[184.21650185],[157.88041503],[-26.33608683]
[0.46838033],[47.764943],[7.23954121],[3.19949015],[1.30733095],[354.43566358],[518.20277794],[163.76711436]
[0.4295163],[39.88693172],[8.92922081],[2.62425665],[3.18941114],[344.50835223],[401.44878476],[56.94043252]
[0.38722583],[47.759563],[9.66263126],[3.29659903],[3.17294078],[356.11915495],[589.09615984],[232.97700489]
[0.50828191],[30.51284671],[8.69000447],[3.29531157],[1.82775493],[331.89183389],[444.1236098],[112.23177591]
[0.3832088],[49.75808245],[10.95875874],[3.16917648],[4.43684265],[399.54917003],[662.227024],[262.67785397]
[0.46063748],[42.99744282],[11.34236094],[2.92929737],[4.44947315],[514.56098095],[658.0650458],[143.50406484]
[0.57479],[46.43836108],[7.16908985],[3.56530543],[0.69758866],[333.14838445],[682.25519121],[349.10680676]
[0.381512],[42.01809254],[5.74802355],[2.19506008],[1.65979912],[211.3182726],[202.25975895],[-9.05851365]
[0.45718608],[49.91743652],[5.68335411],[3.04145541],[0.73025715],[283.9654206],[394.48586119],[110.52044059]
[0.36854037],[38.35462362],[5.17369355],[2.15528694],[1.38361185],[190.82442057],[157.61900767],[-33.2054129]
[0.4568624],[32.60691824],[10.93737667],[3.68049394],[3.08823699],[919.8493079],[599.67293632],[-320.17637159]
[0.49902827],[27.92215216],[3.33247445],[2.53935871],[0.0359339],[183.77141108],[117.91387641],[-65.85753467]
[0.33619554],[49.88525364],[7.36551395],[3.81209616],[1.63306972],[314.38048914],[470.90253711],[156.52204797]
[0.49103283],[48.90425415],[5.20354428],[3.41056803],[0.28597246],[289.60395798],[426.17026033],[136.56630235]
[0.55529861],[38.55118092],[9.59901891],[3.4699587],[1.96625161],[390.36273971],[713.04251307],[322.67977336]
[0.58521842],[29.4756846],[5.56295136],[3.20619066],[0.28652104],[247.53268577],[307.66386685],[60.13118108]
[0.50316021],[40.02629768],[10.94555424],[2.7776612],[4.06212449],[364.08778314],[612.30631591],[248.21853277]
[0.3662686],[30.43470037],[11.03444435],[2.90100502],[5.19009601],[276.63993031],[356.83518367],[80.19525336]
[0.34237565],[48.92419642],[9.2044558],[3.60856394],[2.88921899],[355.70659608],[556.36408292],[200.65748684]
[0.51173758],[35.15201571],[4.71945186],[4.1568182],[-0.16055467],[246.75975689],[352.89876624],[106.13900935]
[0.3873469],[44.02185373],[4.77055061],[4.40726873],[0.12133473],[238.32244802],[358.51427098],[120.19182296]
[0.45308945],[39.50033318],[5.36076633],[4.20056213],[0.14341068],[338.53271698],[403.0129488],[64.48023182]
[0.51652778],[47.60834046],[5.61703689],[3.38836945],[0.37109378],[276.64290977],[468.03115352],[191.38824375]
[0.42757769],[49.79104708],[7.39007228],[2.33622794],[2.42045433],[295.26194151],[367.5616548],[72.29971329]
[0.35655463],[43.39498029],[5.68753801],[3.08170064],[1.08258397],[230.58855126],[271.19416501],[40.60561375]
[0.55501652],[26.3806142],[9.16860062],[3.33859946],[1.85648563],[373.20418641],[448.18589761],[74.9817112]
[0.5222111],[47.19748415],[11.26144925],[2.38937408],[5.02250518],[386.56573526],[663.19825778],[276.63252251]
[0.43458545],[35.94346759],[11.43285643],[4.64232187],[2.61036816],[1198.8739902],[829.05844706],[-369.81554314]
[0.40443399],[32.05086854],[6.26891996],[2.04075666],[2.09006651],[211.99048155],[165.83316678],[-46.15731477]
[0.47315967],[36.21430698],[3.77314215],[4.19861266],[-0.29097517],[262.02850859],[271.45439484],[9.42588625]
[0.46685607],[44.03991087],[4.12417757],[3.86930929],[-0.11477945],[252.29833753],[328.09547973],[75.7971422]
